binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn
Siphoneugena guilfoyleiana,Myrtaceae,Siphoneugena guilfoyleiana Proen??a,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,13,4,,,,,,,,,,
Siphoneugena kiaerskoviana,Myrtaceae,Siphoneugena kiaerskoviana (Burret) Kausel,tree,confirmed,19,NA,100.0,pure_endemic,Not endemic,16,0,,,,,,,,,,
Siphoneugena kuhlmannii,Myrtaceae,Siphoneugena kuhlmannii Mattos,tree,confirmed,22,NA,94.44,near_endemic,Endemic,17,0,,,,,,,,,,
Siphoneugena reitzii,Myrtaceae,Siphoneugena reitzii D.Legrand,tree,confirmed,143,NA,99.2,near_endemic,Endemic,137,1,,,,,,,,,,
Sisyrinchium ciliolatum,,Sisyrinchium ciliolatum,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sisyrinchium macrocarpum,,Sisyrinchium macrocarpum,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Sisyrinchium paucispathum,,Sisyrinchium paucispathum,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Sisyrinchium scalarium,,Sisyrinchium scalarium,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Skeptrostachys correana,,Skeptrostachys correana,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sloanea fasciculata,Elaeocarpaceae,Sloanea fasciculata D. Sampaio & V.C. Souza,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,
Sloanea garckeana,Elaeocarpaceae,Sloanea garckeana K.Schum.,tree,confirmed,194,NA,66.94,widespread,Not endemic,113,58,,,,,,,,,,
Sloanea granulosa,Elaeocarpaceae,Sloanea granulosa Ducke,tree,new to AF,6,NA,20.0,widespread,Not in the AF,1,5,,,,,,,,,,
Sloanea guianensis,Elaeocarpaceae,Sloanea guianensis (Aubl.) Benth.,tree,confirmed,551,NA,55.22,widespread,Not endemic,267,216,,,,,,,,,,
Sloanea hatschbachii,Elaeocarpaceae,Sloanea hatschbachii D. Sampaio & V.C. Souza,shrub,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,
Sloanea hirsuta,Elaeocarpaceae,Sloanea hirsuta (Schott) Planch. ex Benth.,tree,confirmed,501,NA,96.56,near_endemic,Endemic,438,13,,,,,,,,,,
Sloanea lasiocoma,Elaeocarpaceae,Sloanea lasiocoma K.Schum.,tree,confirmed,194,NA,91.32,near_endemic,Not endemic,159,12,,,,,,,,,,
Sloanea obtusa,Elaeocarpaceae,Sloanea obtusa (Splitg.) Schum.,tree,new to AF,10,NA,11.76,widespread,Not in the AF,1,7,,,,,,,,,,
Sloanea obtusifolia,Elaeocarpaceae,Sloanea obtusifolia (Moric.) Schum.,tree,confirmed,70,NA,80.49,widespread,Endemic,40,18,,,,,,,,,,
Sloanea petalata,Elaeocarpaceae,Sloanea petalata D.Sampaio e V.C.Souza,tree,confirmed,4,NA,50.0,widespread,Not endemic,2,2,,,,,,,,,,
Sloanea retusa,Elaeocarpaceae,Sloanea retusa Uittien,tree,confirmed,15,NA,92.0,near_endemic,Endemic,12,1,,,,,,,,,,
Sloanea sinemariensis,Elaeocarpaceae,Sloanea sinemariensis Aubl.,tree,new to AF,394,NA,7.82,occasional,Not in the AF,16,283,,,,,,,,,,
Sloanea terniflora,Elaeocarpaceae,Sloanea terniflora (DC.) Standl.,tree,new to AF,201,NA,12.0,widespread,Not in the AF,4,155,,,,,,,,,,
Solandra grandiflora,Solanaceae,Solandra grandiflora Sw.,shrub,confirmed,46,NA,46.67,widespread,Not endemic,11,17,,,,,,,,,,
Solanum alatirameum,Solanaceae,Solanum alatirameum Bitter,shrub,confirmed,26,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,
Solanum amygdalifolium,Solanaceae,Solanum amygdalifolium Steud.,shrub?,confirmed,201,NA,7.08,occasional,Not endemic,7,110,,,,,,,,,,
Solanum anisocladum,Solanaceae,Solanum anisocladum Giacomin & Stehmann,shrub,confirmed,12,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,
Solanum argenteum,Solanaceae,Solanum argenteum Dunal,tree,confirmed,263,NA,84.75,widespread,Not endemic,187,36,,,,,,,,,,
Solanum asperum,Solanaceae,Solanum asperum Rich.,tree,confirmed,801,NA,48.28,widespread,Not endemic,242,248,,,,,,,,,,
Solanum bahianum,Solanaceae,Solanum bahianum S.Knapp,shrub,confirmed,22,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,
Solanum buddleiifolium,Solanaceae,Solanum buddleiifolium Sendtn.,shrub,new to AF,22,NA,22.86,widespread,Not in the AF,2,12,,,,,,,,,,
Solanum bullatum,Solanaceae,Solanum bullatum Vell.,tree,confirmed,160,NA,98.31,near_endemic,Endemic,143,1,,,,,,,,,,
Solanum caavurana,Solanaceae,Solanum caavurana Vell.,shrub,confirmed,516,NA,75.14,widespread,Not endemic,289,85,,,,,,,,,,
Solanum campaniforme,Solanaceae,Solanum campaniforme Roem. & Schult.,tree,confirmed,689,NA,75.58,widespread,Not endemic,391,124,,,,,,,,,,
Solanum capoerum,Solanaceae,Solanum capoerum Dunal,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,20,0,,,,,,,,,,
Solanum carautae,Solanaceae,Solanum carautae Carvalho,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Solanum cassioides,Solanaceae,Solanum cassioides L.B.Sm. & Downs,shrub,confirmed,95,NA,100.0,pure_endemic,Endemic,85,0,,,,,,,,,,
Solanum castaneum,Solanaceae,Solanum castaneum Carvalho,tree,confirmed,35,NA,95.83,near_endemic,Endemic,27,0,,,,,,,,,,
Solanum cernuum,Solanaceae,Solanum cernuum Vell.,tree,confirmed,131,NA,91.56,near_endemic,Not endemic,90,10,,,,,,,,,,
Solanum cinnamomeum,Solanaceae,Solanum cinnamomeum Sendtn.,tree,confirmed,241,NA,99.22,near_endemic,Endemic,198,1,,,,,,,,,,
Solanum cladotrichum,Solanaceae,Solanum cladotrichum Dunal,shrub,confirmed,162,NA,87.56,widespread,Not endemic,90,9,,,,,,,,,,
Solanum compressum,Solanaceae,Solanum compressum L.B.Sm. & Downs,tree,confirmed,124,NA,98.08,near_endemic,Endemic,108,2,,,,,,,,,,
Solanum concinnum,Solanaceae,Solanum concinnum Schott ex Sendtn.,shrub,confirmed,259,NA,95.51,near_endemic,Endemic,196,1,,,,,,,,,,
Solanum cordioides,Solanaceae,Solanum cordioides S.Knapp,tree,confirmed,30,NA,95.74,near_endemic,Endemic,22,0,,,,,,,,,,
Solanum crinitum,Solanaceae,Solanum crinitum Lam.,tree,confirmed,686,NA,16.0,widespread,Not endemic,76,409,,,,,,,,,,
Solanum decompositiflorum,Solanaceae,Solanum decompositiflorum Sendtn.,shrub,confirmed,100,NA,65.27,widespread,Not endemic,54,28,,,,,,,,,,
Solanum decorum,Solanaceae,Solanum decorum Sendtn.,tree,confirmed,43,NA,100.0,pure_endemic,Not endemic,24,0,,,,,,,,,,
Solanum didymum,Solanaceae,Solanum didymum Dunal,shrub,confirmed,883,NA,87.73,widespread,Not endemic,655,62,,,,,,,,,,
Solanum diploconos,Solanaceae,Solanum diploconos (Mart.) Bohs,tree,confirmed,178,NA,100.0,pure_endemic,Endemic,145,0,,,,,,,,,,
Solanum distichophyllum,Solanaceae,Solanum distichophyllum Sendtn.,shrub?,probable occurrence in the AF,166,,,,,,,,,,,,,,,,
Solanum euacanthum,,Solanum euacanthum,,in AR list but not in AF checklist,0,,,,,,,,,cat1: Plantas muy abundantes en los lugares de origen y con amplia distribución ,,,,,,,
Solanum evonymoides,Solanaceae,Solanum evonymoides Sendtn.,shrub,confirmed,101,NA,100.0,pure_endemic,Endemic,69,0,,,,,,,,,,
Solanum gardneri,Solanaceae,Solanum gardneri Sendtn.,shrub,confirmed,156,NA,11.8,widespread,Not endemic,8,81,,,,,,,,,,
Solanum gertii,Solanaceae,Solanum gertii S.Knapp,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,16,0,,,,,,,,,,
Solanum glaucophyllum,Solanaceae,Solanum glaucophyllum Desf.,shrub,new to AF,250,NA,8.46,occasional,Not in the AF,12,159,,,,,,yes,iNat,1,waxy-leaved nightshade,
Solanum gnaphalocarpon,Solanaceae,Solanum gnaphalocarpon Vell.,shrub,confirmed,78,NA,96.0,near_endemic,Endemic,61,1,,,,,,,,,,
Solanum gomphodes,Solanaceae,Solanum gomphodes Dunal,shrub,new to AF,100,NA,4.08,occasional,Not in the AF,4,71,,,,,,,,,,
Solanum granulosoleprosum,Solanaceae,Solanum granulosoleprosum Dunal,tree,confirmed,764,NA,68.66,widespread,Not endemic,416,162,,,,,,yes,iNat,3,,
Solanum guaraniticum,Solanaceae,Solanum guaraniticum A.St.-Hil.,shrub,confirmed,558,NA,70.3,widespread,Not endemic,287,87,,,,,,,,,,
Solanum hexandrum,Solanaceae,Solanum hexandrum Vell.,tree,confirmed,33,NA,96.88,near_endemic,Endemic,31,1,,,,,,,,,,
Solanum hirtellum,Solanaceae,Solanum hirtellum (Spreng.) Hassl.,shrub,confirmed,875,NA,72.79,widespread,Endemic,364,136,,,,,,,,,,
Solanum incarceratum,Solanaceae,Solanum incarceratum Ruiz & Pav.,shrub,confirmed,124,NA,37.11,widespread,Not endemic,29,50,,,,,,,,,,
Solanum intermedium,Solanaceae,Solanum intermedium Sendtn.,shrub,confirmed,30,NA,53.57,widespread,Endemic,11,6,,,,,,,,,,
Solanum itatiaiae,Solanaceae,Solanum itatiaiae Dusen,tree,confirmed,31,NA,100.0,pure_endemic,Endemic,26,0,,,,,,,,,,
Solanum jussiaei,Solanaceae,Solanum jussiaei Dunal,shrub,confirmed,121,NA,95.89,near_endemic,Endemic,105,4,,,,,,,,,,
Solanum kleinii,Solanaceae,Solanum kleinii L.B.Sm. & Downs,tree,confirmed,17,NA,100.0,pure_endemic,Endemic,16,0,,,,,,,,,,
Solanum lacerdae,Solanaceae,Solanum lacerdae Dusen,tree,confirmed,110,NA,98.15,near_endemic,Endemic,94,0,,,,,,,,,,
Solanum lacteum,Solanaceae,Solanum lacteum Vell.,shrub,confirmed,60,NA,98.99,near_endemic,Endemic,49,0,,,,,,,,,,
Solanum latiflorum,Solanaceae,Solanum latiflorum Bohs,shrub,confirmed,57,NA,96.67,near_endemic,Endemic,30,1,,,,,,,,,,
Solanum leontopodium,Solanaceae,Solanum leontopodium Sendtn.,shrub,confirmed,18,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,
Solanum leptostachys,Solanaceae,Solanum leptostachys Dunal,tree,confirmed,90,NA,95.74,near_endemic,Endemic,66,0,,,,,,,,,,
Solanum leucocarpon,Solanaceae,Solanum leucocarpon Dunal,tree,confirmed,644,NA,1.69,occasional,Not endemic,7,423,,,,,,,,,,
Solanum leucodendron,Solanaceae,Solanum leucodendron Sendtn.,tree,confirmed,142,NA,92.13,near_endemic,Endemic,103,18,,,,,,,,,,
Solanum lycocarpum,Solanaceae,Solanum lycocarpum A.St.-Hil.,tree,confirmed,517,NA,40.47,widespread,Not endemic,119,199,,,,,,,,,,
Solanum martii,Solanaceae,Solanum martii Sendtn.,shrub,confirmed,44,NA,100.0,pure_endemic,Endemic,28,0,,,,,,,,,,
Solanum mauritianum,Solanaceae,Solanum mauritianum Scop.,tree,confirmed,707,NA,71.36,widespread,Endemic,374,115,,,,medicinal,,,,,,
Solanum megalonyx,Solanaceae,Solanum megalonyx Sendtn.,shrub,new to AF,151,NA,62.75,widespread,Not in the AF,54,26,,,,,,,,,,
Solanum melissarum,Solanaceae,Solanum melissarum Bohs,tree,confirmed,178,NA,75.3,widespread,Endemic,102,31,,,,,,,,,,
Solanum mellobarretoi,Solanaceae,Solanum mellobarretoi Agra & Stehmann,shrub,new to AF,20,NA,40.0,widespread,NA,4,3,,,,,,,,,,
Solanum nudum,Solanaceae,Solanum nudum Dunal,shrub,new to AF,1532,NA,0.11,occasional,Not in the AF,1,949,,,,,,,,,,
Solanum oocarpum,Solanaceae,Solanum oocarpum Sendtn.,tree,confirmed,72,NA,37.36,widespread,Not endemic,17,28,,,,,,,,,,
Solanum pabstii,Solanaceae,Solanum pabstii L.B.Sm. & Downs,tree,confirmed,56,NA,97.3,near_endemic,Endemic,46,1,,,,,,,,,,
Solanum pachimatium,Solanaceae,Solanum pachimatium Dunal,tree,confirmed,14,NA,100.0,pure_endemic,Endemic,12,0,,,,,,,,,,
Solanum paludosum,Solanaceae,Solanum paludosum Moric.,tree,confirmed,433,NA,71.31,widespread,Not endemic,228,90,,,,,,,,,,
Solanum paniculatum,Solanaceae,Solanum paniculatum L.,shrub,confirmed,1195,NA,53.17,widespread,Not endemic,420,345,,,,food | medicinal,,,,,,
Solanum paralum,Solanaceae,Solanum paralum Bohs,shrub,confirmed,16,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,
Solanum paranense,Solanaceae,Solanum paranense Dusen,tree,confirmed,129,NA,100.0,pure_endemic,Endemic,114,0,,,,,,,,,,
Solanum pedersenii,,Solanum pedersenii,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Solanum pinetorum,Solanaceae,Solanum pinetorum (L.B.Sm. & Downs) Bohs,tree,confirmed,53,NA,100.0,pure_endemic,Endemic,48,0,,,,,,,,,,
Solanum pseudoquina,Solanaceae,Solanum pseudoquina A.St.-Hil.,tree,confirmed,970,NA,88.71,near_endemic,Endemic,718,58,,,,,,,,,,
Solanum psilophyllum,Solanaceae,Solanum psilophyllum Stehmann & Giacomin,tree,confirmed,12,NA,66.67,widespread,Endemic,6,0,,,,,,,,,,
Solanum ramulosum,Solanaceae,Solanum ramulosum Sendtn.,shrub,confirmed,357,NA,90.62,near_endemic,Endemic,276,22,,,,,,,,,,
Solanum reitzii,Solanaceae,Solanum reitzii L.B.Sm. & Downs,tree,confirmed,52,NA,73.91,widespread,Endemic,28,9,,,,,,,,,,
Solanum remyanum,Solanaceae,Solanum remyanum Phil.,tree?,probable occurrence in the AF,14,,,,,,,,,,,,,,,,
Solanum rhytidoandrum,Solanaceae,Solanum rhytidoandrum Sendtn.,shrub,new to AF,472,NA,19.26,widespread,Not in the AF,67,296,,,,,,,,,,
Solanum riparium,Solanaceae,Solanum riparium Pers.,tree,new to AF,298,NA,1.23,occasional,Not in the AF,3,242,,,,,,,,,,
Solanum rufescens,Solanaceae,Solanum rufescens Sendtn.,tree,confirmed,256,NA,99.52,near_endemic,Endemic,223,1,,,,,,,,,,
Solanum rugosum,Solanaceae,Solanum rugosum Dunal,tree,confirmed,768,NA,9.44,occasional,Not endemic,44,484,,,,,,,,,,
Solanum rupincola,Solanaceae,Solanum rupincola Sendtn.,shrub,confirmed,110,NA,98.9,near_endemic,Not endemic,92,0,,,,,,,,,,
Solanum sambuciflorum,Solanaceae,Solanum sambuciflorum Sendtn.,tree,confirmed,16,NA,100.0,pure_endemic,Not endemic,15,0,,,,,,,,,,
Solanum sanctae-catharinae,Solanaceae,Solanum sanctae-catharinae Dunal,tree,confirmed,489,NA,80.69,widespread,Endemic,343,36,,,,,,,,,,
Solanum santosii,Solanaceae,Solanum santosii S.Knapp,tree,confirmed,22,NA,100.0,pure_endemic,Endemic,20,0,,,,,,,,,,
Solanum schlechtendalianum,Solanaceae,Solanum schlechtendalianum Walp.,tree,confirmed,832,NA,0.47,occasional,Not endemic,2,568,,,,,,,,,,
Solanum sciadostylis,Solanaceae,Solanum sciadostylis (Sendtn.) Bohs,tree,confirmed,86,NA,93.04,near_endemic,Endemic,59,3,,,,,,,,,,
Solanum scuticum,Solanaceae,Solanum scuticum M.Nee,tree,confirmed,370,NA,73.76,widespread,Not endemic,182,60,,,,,,,,,,
Solanum sellowianum,Solanaceae,Solanum sellowianum Sendtn.,tree,confirmed,37,NA,81.13,widespread,Endemic,19,2,,,,,,,,,,
Solanum sellowii,Solanaceae,Solanum sellowii Dunal,tree,confirmed,33,NA,100.0,pure_endemic,Endemic,26,0,,,,,,,,,,
Solanum sessiliflorum,Solanaceae,Solanum sessiliflorum Dunal,shrub,new to AF,179,NA,1.8,occasional,Not in the AF,2,112,,,,,,,,,,
Solanum sooretamum,Solanaceae,Solanum sooretamum Carvalho,tree,confirmed,90,NA,100.0,pure_endemic,Endemic,89,0,,,,,,,,,,
Solanum splendens,Solanaceae,Solanum splendens (Dunal) Bohs,tree,probable occurrence in the AF,521,,,,,,,,,,,,,,,,
Solanum stipulaceum,Solanaceae,Solanum stipulaceum Willd. ex Roem. & Schult.,tree,confirmed,578,NA,48.84,widespread,Not endemic,176,187,,,,,,,,,,
Solanum stipulatum,Solanaceae,Solanum stipulatum Vell.,shrub,confirmed,270,NA,52.55,widespread,Endemic,106,93,,,,,,,,,,
Solanum stramoniifolium,Solanaceae,Solanum stramoniifolium Jacq.,shrub,confirmed,455,NA,16.23,widespread,Not endemic,54,307,,,,,,,,,,
Solanum subinerme,Solanaceae,Solanum subinerme Jacq.,shrub,new to AF,877,NA,0.58,occasional,Not in the AF,3,532,,,,,,,,,,
Solanum subsylvestre,Solanaceae,Solanum subsylvestre L.B.Sm. & Downs,shrub,confirmed,70,NA,80.7,widespread,Endemic,45,8,,,,,,,,,,
Solanum swartzianum,Solanaceae,Solanum swartzianum Roem. & Schult.,tree,confirmed,735,NA,82.5,widespread,Not endemic,456,86,,,,,,,,,,
Solanum sycocarpum,Solanaceae,Solanum sycocarpum Mart. & Sendtn.,shrub,confirmed,130,NA,82.55,widespread,Endemic,89,16,,,,,,,,,,
Solanum symmetricum,Solanaceae,Solanum symmetricum Rusby,tree,confirmed,238,NA,35.56,widespread,Not endemic,68,123,,,,,,,,,,
Solanum torvum,Solanaceae,Solanum torvum Sw.,shrub,confirmed,1914,NA,11.9,widespread,Endemic,131,1184,,,,food,,,,,,
Solanum variabile,Solanaceae,Solanum variabile Mart.,tree,confirmed,531,NA,97.48,near_endemic,Endemic,429,8,,,,,,,,,,
Solanum velleum,Solanaceae,Solanum velleum Thunb.,shrub,confirmed,84,NA,93.75,near_endemic,Not endemic,53,2,,,,,,,,,,
Solanum vellozianum,Solanaceae,Solanum vellozianum Dunal,shrub,confirmed,69,NA,100.0,pure_endemic,Endemic,53,0,,,,,,,,,,
Solanum velutinum,Solanaceae,Solanum velutinum Dunal,shrub?,new to AF,200,NA,0.98,occasional,Not in the AF,1,101,,,,,,,,,,
Solanum verticillatum,Solanaceae,Solanum verticillatum S. Knapp & Stehmann,tree,confirmed,53,NA,100.0,pure_endemic,Endemic,50,0,,,,,,,,,,
Solanum viarum,Solanaceae,Solanum viarum Dunal,shrub,confirmed,321,NA,50.24,widespread,Not endemic,107,95,,,,,,yes,iNat,5,tropical soda-apple,
Solanum warmingii,Solanaceae,Solanum warmingii Hiern,tree,confirmed,49,NA,100.0,pure_endemic,Endemic,39,0,,,,,,,,,,
Sophora linearifolia,,Sophora linearifolia,,in AR list but not in AF checklist,0,,,,,,,,Rare,,,,,,,,
Sophora microphylla,,Sophora microphylla,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Sophora rhynchocarpa,,Sophora rhynchocarpa,,in AR list but not in AF checklist,0,,,,,,,,Rare,,,,,,,,
Sophora tomentosa,Fabaceae,Sophora tomentosa L.,tree,confirmed,1744,NA,80.92,widespread,Not endemic,676,200,,,,,,,,,,
Sophronitis cernua,,Sophronitis cernua,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,
Sorocea bonplandii,Moraceae,Sorocea bonplandii (Baill.) W.C.Burger et al.,tree,confirmed,566,NA,82.0,widespread,Not endemic,408,48,,,,medicinal,,,,,,
Sorocea carautana,Moraceae,Sorocea carautana M.D.M.Vianna et al.,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,
Sorocea guilleminiana,Moraceae,Sorocea guilleminiana Gaudich.,tree,confirmed,436,NA,54.55,widespread,Not endemic,212,171,,,,,,,,,,
Sorocea hilarii,Moraceae,Sorocea hilarii Gaudich.,tree,confirmed,282,NA,100.0,pure_endemic,Not endemic,270,0,,,,,,,,,,
Sorocea jureiana,Moraceae,Sorocea jureiana Romaniuc,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,
Sorocea klotzschiana,Moraceae,Sorocea klotzschiana Baill.,tree,new to AF,39,NA,12.9,widespread,Not in the AF,4,27,,,,,,,,,,
Sorocea pubivena,Moraceae,Sorocea pubivena Hemsl.,tree,new to AF,423,NA,2.79,occasional,Not in the AF,5,346,,,,,,,,,,
Sorocea racemosa,Moraceae,Sorocea racemosa Gaudich.,tree,confirmed,112,NA,99.53,near_endemic,Endemic,110,0,,,,,,,,,,
Sorocea saxicola,Moraceae,Sorocea saxicola Hassl.,tree,probable occurrence in the AF,4,,,,,,,,,,,,,,,,
Sparattanthelium borororum,Hernandiaceae,Sparattanthelium borororum Mart.,tree,probable occurrence in the AF,28,,,,,,,,,,,,,,,,
Sparattanthelium botocudorum,Hernandiaceae,Sparattanthelium botocudorum Mart.,tree,probable occurrence in the AF,91,,,,,,,,,,,,,,,,
Sparattanthelium tupiniquinorum,Hernandiaceae,Sparattanthelium tupiniquinorum Mart.,tree,probable occurrence in the AF,62,,,,,,,,,,,,,,,,
Sparattosperma catingae,Bignoniaceae,Sparattosperma catingae A.H.Gentry,tree,probable occurrence in the AF,4,,,,,,,,,,,,,,,,
Sparattosperma leucanthum,Bignoniaceae,Sparattosperma leucanthum (Vell.) K.Schum.,tree,confirmed,229,NA,64.71,widespread,Not endemic,117,55,,,,,,,,,,
Sphaeralcea brevipes,,Sphaeralcea brevipes,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Sphaeralcea chenopodifolia,,Sphaeralcea chenopodifolia,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Sphaeralcea laciniata,,Sphaeralcea laciniata,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Sphaeralcea miniata,,Sphaeralcea miniata,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Sphinctanthus insignis,Rubiaceae,Sphinctanthus insignis Steyerm.,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Spiranthera atlantica,Rutaceae,Spiranthera atlantica Pirani,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,
Spiranthera odoratissima,Rutaceae,Spiranthera odoratissima A.St.-Hil.,shrub,new to AF,324,NA,7.44,occasional,Not in the AF,4,234,,,,,,,,,,
Spirotheca elegans,Malvaceae,"Spirotheca elegans Carv.-Sobr., M.Machado & L.P.Queiroz",tree,probable occurrence in the AF,6,,,,,,,,,,,,,,,,
Spirotheca rivieri,Malvaceae,Spirotheca rivieri (Decne.) Ulbr.,tree,confirmed,52,NA,100.0,pure_endemic,Endemic,46,0,,,,,,,,,,
Spondias admirabilis,Anacardiaceae,Spondias admirabilis J.D. Mitch. & Daly,tree,confirmed,16,NA,100.0,pure_endemic,Endemic,16,0,,,,,,,,,,
Spondias expeditionaria,Anacardiaceae,Spondias expeditionaria J.D. Mitch. & Daly,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,
Spondias macrocarpa,Anacardiaceae,Spondias macrocarpa Engl.,tree,confirmed,18,NA,100.0,pure_endemic,Endemic,13,2,,,,,,,,,,
Spondias mombin,Anacardiaceae,Spondias mombin L.,tree,confirmed,718,cultivated,10.02,occasional,Not endemic,59,497,,,,fences | fibres | fodder | food | fuel | medicinal | timber,yes,,,,,
Spondias tuberosa,Anacardiaceae,Spondias tuberosa Arruda,tree,new to AF,137,NA,41.57,widespread,Not in the AF,20,75,,,,food,,,,,,
Spondias venulosa,Anacardiaceae,Spondias venulosa (Engl.) Engl.,tree,confirmed,69,NA,91.89,near_endemic,Endemic,56,3,,,,,,,,,,
Sporobolus phleoides,,Sporobolus phleoides,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Stachyarrhena harleyi,Rubiaceae,Stachyarrhena harleyi J.H.Kirkbr.,tree,confirmed,46,NA,77.14,widespread,Endemic,28,8,,,,,,,,,,
Stachytarpheta coccinea,Verbenaceae,Stachytarpheta coccinea Schauer,shrub,probable occurrence in the AF,74,,,,,,,,,,,,,,,,
Staelia juarezii,,Staelia juarezii,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Stemodia diplohyptoides,,Stemodia diplohyptoides,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
